uv,ocr,search,sellingpoint,payment,material,placement
1119.3623,0.0111,0.0008,Discount,cpm,swf,uncertained
16.9242,0.099,0.0098,Gift with Purchase,cpd,jpg,sub-banner
5.4541,0.2167,0.0,Price Drop,cpc,gif,sub-banner
389.9136,0.004,0.0023,Discount,cpm,swf,tips
18.5066,0.0937,0.0059,Gift with Purchase,cpc,jpg,banner
7.4194,0.0242,0.0057,Spend & Save,cpc,jpg,banner
342.8097,0.0987,0.01,Discount,cpc,swf,tips
108.9986,0.0683,0.003,Discount,cpd,swf,uncertained
2.7665,0.0087,0.0007,Discount,cpm,swf,tips
31.3404,0.1656,0.0095,Cash/Coupon-Back,cpc,jpg,sub-banner
207.036,0.2399,0.01,Spend & Save,cpc,jpg,banner
600.6303,0.0058,0.0029,Discount,roi,swf,uncertained
7.8242,0.1857,0.0117,Gift with Purchase,cpc,jpg,banner
471.2025,0.2585,0.0115,Spend & Save,cpc,jpg,banner
400.3059,0.0033,0.0018,Discount,cpm,swf,tips
26.2946,0.0859,0.008,Gift with Purchase,cpm,jpg,tips
145.2835,0.0364,0.0016,Price Drop,cpm,jpg,sub-banner
338.4736,0.0263,0.0014,Discount,roi,swf,uncertained
804.4345,0.0314,0.0043,Discount,cpm,swf,tips
7.8314,0.0457,0.005,Spend & Save,cpc,jpg,banner
397.16,0.26,0.0105,Spend & Save,cpc,jpg,banner
612.9932,0.0195,0.0013,Price Drop,cpm,swf,tips
647.1202,0.0022,0.0001,Flash Sale,roi,swf,uncertained
29.3328,0.2324,0.0087,Spend & Save,cpc,jpg,banner
456.0862,0.01,0.0028,Discount,roi,swf,uncertained
3.0142,0.135,0.0106,Gift with Purchase,cpc,jpg,banner
26.8889,0.0278,0.0048,Gift with Purchase,cpm,jpg,tips
7.0178,0.2565,0.006,Discount,cpd,swf,uncertained
3.9716,0.12,0.0019,Gift with Purchase,roi,jpg,uncertained
4.964,0.114,0.0,Price Drop,cpc,gif,sub-banner
1065.4325,0.0853,0.0026,Discount,cpc,swf,tips
391.9314,0.0029,0.0024,Discount,cpm,swf,tips
64.2573,0.0323,0.0044,Discount,cpd,swf,uncertained
168.8958,0.017,0.003,Flash Sale,roi,jpg,uncertained
840.1211,0.0012,0.0008,Discount,cpm,swf,tips
107.907,0.0708,0.0037,Discount,cpd,jpg,tips
18.1498,0.2067,0.0062,Price Drop,cpc,jpg,banner
87.49,0.01,0.0016,Flash Sale,roi,jpg,uncertained
5.2931,0.1829,0.0,Price Drop,cpc,gif,sub-banner
404.7427,0.0107,0.0006,Discount,cpm,swf,tips
5.0887,0.1401,0.0,Price Drop,cpc,gif,sub-banner
2.7337,0.0086,0.0007,Discount,cpm,swf,tips
5.2827,0.1808,0.0,Price Drop,cpc,gif,sub-banner
7.7712,0.0153,0.0026,Spend & Save,cpc,jpg,banner
779.9125,0.13,0.0089,Cash/Coupon-Back,cpc,jpg,sub-banner
2.9967,0.1382,0.0109,Gift with Purchase,cpc,jpg,banner
5.4323,0.2121,0.0,Price Drop,cpc,gif,sub-banner
171.2074,0.0186,0.0032,Flash Sale,roi,jpg,uncertained
748.0561,0.13,0.0083,Cash/Coupon-Back,cpc,jpg,sub-banner
4.7574,0.0707,0.0,Price Drop,cpc,gif,sub-banner
1017.186,0.2141,0.0068,Discount,cpm,swf,tips
151.7972,0.01,0.0,Price Drop,roi,swf,uncertained
14.8668,0.0164,0.0196,Gift with Purchase,roi,jpg,uncertained
61.6291,0.0493,0.0041,Discount,cpd,swf,uncertained
7.9493,0.1445,0.0146,Flash Sale,cpm,jpg,tips
664.646,0.0204,0.0033,Discount,cpm,swf,tips
2.0982,0.0509,0.0043,Discount,cpm,swf,uncertained
61.3958,0.0076,0.0027,Flash Sale,roi,jpg,tips
159.444,0.0093,0.0005,Price Drop,cpm,jpg,sub-banner
5.102,0.1429,0.0,Price Drop,cpc,gif,sub-banner
882.3447,0.01,0.0014,Spend & Save,cpd,jpg,sub-banner
1011.3537,0.019,0.0015,Discount,cpm,swf,tips
881.9683,0.0043,0.0006,Price Drop,roi,swf,uncertained
9.1856,0.1823,0.0097,Gift with Purchase,cpc,jpg,banner
3.0821,0.125,0.0098,Gift with Purchase,cpc,jpg,banner
62.2994,0.04,0.0034,Discount,cpd,swf,uncertained
4.6305,0.0441,0.0,Price Drop,cpc,gif,sub-banner
48.7769,0.2424,0.0121,Spend & Save,cpc,jpg,banner
4.8899,0.0984,0.0,Price Drop,cpc,gif,sub-banner
478.4873,0.0065,0.0029,Discount,cpm,swf,tips
154.3328,0.0438,0.0034,Price Drop,cpm,jpg,tips
4.5653,0.0772,0.0012,Spend & Save,cpc,jpg,banner
4.971,0.1154,0.0,Price Drop,cpc,gif,sub-banner
452.6403,0.0036,0.0027,Discount,roi,swf,uncertained
0.7368,0.2495,0.0023,Discount,cpm,swf,tips
161.9627,0.0081,0.0004,Price Drop,cpm,jpg,sub-banner
22.5912,0.0751,0.0015,Discount,cpd,swf,uncertained
5.9321,0.0553,0.0054,Flash Sale,cpc,jpg,banner
735.9475,0.01,0.0016,Spend & Save,cpm,swf,tips
84.5532,0.0086,0.0014,Flash Sale,roi,jpg,uncertained
4.4359,0.0033,0.0,Price Drop,cpc,gif,sub-banner
8.49,0.0167,0.0017,Flash Sale,cpc,jpg,banner
4.4944,0.0156,0.0,Price Drop,cpc,gif,sub-banner
61.3681,0.0509,0.004,Discount,cpd,swf,uncertained
399.9623,0.0091,0.0019,Discount,cpm,swf,tips
5.1934,0.162,0.0,Price Drop,cpc,gif,sub-banner
8.86,0.1887,0.0189,Flash Sale,roi,jpg,uncertained
0.9722,0.2489,0.0256,Spend & Save,cpc,jpg,banner
1058.6586,0.0793,0.0031,Discount,cpm,swf,tips
8.2758,0.0002,0.0,Flash Sale,cpc,jpg,banner
0.702,0.0087,0.0048,Discount,cpm,swf,tips
397.388,0.2924,0.0121,Spend & Save,cpc,jpg,banner
338.98,0.03,0.0014,Discount,roi,swf,uncertained
13.4045,0.2486,0.0148,Spend & Save,cpc,jpg,banner
4.5057,0.0179,0.0,Price Drop,cpc,gif,sub-banner
0.7405,0.2696,0.0017,Discount,cpm,swf,tips
63.0532,0.15,0.0116,Spend & Save,cpc,jpg,banner
673.2668,0.01,0.0021,Discount,roi,swf,uncertained
61.8743,0.0459,0.0038,Discount,cpd,swf,uncertained
47.3912,0.2246,0.0157,Gift with Purchase,cpc,jpg,banner
26.4636,0.0982,0.0081,Gift with Purchase,cpm,jpg,tips
7.8029,0.0381,0.0045,Spend & Save,cpc,jpg,banner
56.9599,0.002,0.0014,Flash Sale,roi,jpg,tips
1013.0929,0.1894,0.0061,Discount,cpm,swf,tips
5.1861,0.1605,0.0,Price Drop,cpc,gif,sub-banner
5.0319,0.1282,0.0,Price Drop,cpc,gif,sub-banner
337.9793,0.0227,0.0014,Discount,roi,swf,uncertained
10.152,0.1433,0.0094,Gift with Purchase,cpc,jpg,banner
415.5292,0.0097,0.0019,Flash Sale,roi,jpg,uncertained
3.1312,0.1094,0.0086,Gift with Purchase,cpc,jpg,banner
106.426,0.0793,0.0052,Discount,cpd,jpg,tips
37.6378,0.0583,0.0044,Discount,cpd,swf,tips
5.0472,0.1314,0.0,Price Drop,cpc,gif,sub-banner
15.336,0.2592,0.0034,Gift with Purchase,cpm,jpg,tips
699.5585,0.01,0.0039,Spend & Save,cpd,swf,tips
297.7974,0.0059,0.0009,Gift with Purchase,roi,swf,uncertained
0.7499,0.3194,0.0,Discount,cpm,swf,tips
5.1352,0.1498,0.0,Price Drop,cpc,gif,sub-banner
397.1276,0.2484,0.01,Spend & Save,cpc,jpg,banner
892.8235,0.01,0.0022,Discount,roi,swf,uncertained
752.1064,0.0104,0.0017,Discount,roi,swf,uncertained
5.1747,0.1581,0.0,Price Drop,cpc,gif,sub-banner
20.2757,0.1948,0.0147,Price Drop,cpc,jpg,banner
6.0506,0.053,0.0052,Flash Sale,cpc,jpg,banner
1066.9967,0.0567,0.0024,Discount,cpd,jpg,tips
167.75,0.03,0.0026,Price Drop,cpc,jpg,sub-banner
1052.5465,0.0413,0.002,Discount,cpm,swf,tips
19.835,0.009,0.0041,Flash Sale,roi,jpg,uncertained
4.8343,0.0868,0.0,Price Drop,cpc,gif,sub-banner
0.6901,0.0005,0.0106,Discount,cpm,swf,tips
2.8652,0.1521,0.012,Gift with Purchase,cpc,jpg,banner
398.0543,0.0092,0.0022,Discount,cpm,swf,tips
64.7081,0.055,0.0051,Price Drop,cpm,swf,tips
18.5813,0.0876,0.0062,Gift with Purchase,cpc,jpg,banner
26.4099,0.0951,0.0081,Gift with Purchase,cpm,jpg,tips
55.7571,0.0457,0.0065,Discount,cpd,swf,tips
105.2074,0.0017,0.0004,Discount,roi,jpg,uncertained
29.6382,0.1447,0.0131,Gift with Purchase,cpc,jpg,banner
410.8769,0.0318,0.0053,Flash Sale,roi,jpg,uncertained
7.5023,0.0181,0.0046,Spend & Save,cpc,jpg,banner
13.9557,0.1828,0.0033,Gift with Purchase,cpm,jpg,tips
379.2888,0.0134,0.0022,Discount,cpm,swf,tips
397.1474,0.0004,0.0026,Discount,cpm,swf,tips
1015.5107,0.2051,0.0066,Discount,cpm,swf,tips
344.4656,0.0009,0.0002,Discount,roi,swf,uncertained
5.188,0.1609,0.0,Price Drop,cpc,gif,sub-banner
0.6947,0.0253,0.0098,Discount,cpm,swf,tips
26.1467,0.017,0.0055,Gift with Purchase,roi,jpg,uncertained
384.9818,0.0098,0.0023,Discount,cpm,swf,tips
166.8022,0.0177,0.0028,Flash Sale,roi,jpg,uncertained
4.679,0.0543,0.0,Price Drop,cpc,gif,sub-banner
8.3439,0.0978,0.0097,Flash Sale,cpd,jpg,sub-banner
31.3976,0.1508,0.0092,Spend & Save,cpc,jpg,banner
14.3357,0.2102,0.0021,Gift with Purchase,cpm,jpg,tips
67.3908,0.01,0.0035,Flash Sale,roi,jpg,tips
1.4408,0.1809,0.0126,Spend & Save,cpc,jpg,banner
399.3434,0.0258,0.0015,Discount,cpm,swf,tips
1.4548,0.0233,0.0,Discount,cpm,swf,tips
0.7726,0.1695,0.0128,Spend & Save,cpc,jpg,banner
400.2917,0.0131,0.0017,Discount,roi,jpg,uncertained
68.9804,0.0124,0.0011,Discount,cpm,swf,uncertained
4.2382,0.0134,0.0078,Gift with Purchase,cpc,jpg,banner
4.4759,0.0117,0.0,Price Drop,cpc,gif,sub-banner
384.9672,0.0803,0.0042,Flash Sale,cpd,jpg,sub-banner
8.875,0.0861,0.0097,Flash Sale,cpm,jpg,tips
305.0858,0.1262,0.0115,Discount,cpm,jpg,tips
5.2963,0.1836,0.0,Price Drop,cpc,gif,sub-banner
7.521,0.0905,0.0089,Flash Sale,cpd,jpg,sub-banner
64.5923,0.03,0.0044,Discount,cpd,swf,uncertained
497.9437,0.0084,0.0029,Gift with Purchase,cpm,swf,tips
399.5127,0.0242,0.0016,Discount,cpm,swf,tips
5.2334,0.1704,0.0,Price Drop,cpc,gif,sub-banner
4.656,0.0494,0.0,Price Drop,cpc,gif,sub-banner
34.8196,0.1831,0.014,Gift with Purchase,cpc,jpg,banner
25.4818,0.0399,0.0075,Gift with Purchase,roi,jpg,uncertained
5.1071,0.144,0.0,Price Drop,cpc,gif,sub-banner
53.2227,0.0423,0.0093,Flash Sale,cpm,swf,tips
1012.5298,0.0341,0.0021,Discount,cpm,swf,tips
5.4317,0.212,0.0,Price Drop,cpc,gif,sub-banner
845.9907,0.0048,0.0007,Discount,cpm,swf,tips
5.5401,0.12,0.0005,Gift with Purchase,roi,jpg,uncertained
607.5114,0.006,0.0005,Discount,roi,swf,uncertained
203.7078,0.0094,0.0005,Discount,roi,swf,uncertained
12.5212,0.1246,0.0089,Spend & Save,cpc,jpg,banner
58.4606,0.0517,0.0034,Discount,cpd,swf,uncertained
26.2962,0.0816,0.0081,Gift with Purchase,cpm,jpg,tips
400.7941,0.0055,0.0013,Flash Sale,roi,jpg,uncertained
611.5597,0.0165,0.0016,Spend & Save,cpm,swf,tips
688.0913,0.0195,0.004,Discount,cpm,swf,tips
796.1564,0.0475,0.0025,Flash Sale,roi,jpg,uncertained
31.0839,0.1778,0.0069,Spend & Save,cpc,jpg,banner
19.3826,0.288,0.0166,Gift with Purchase,cpc,jpg,banner
397.1637,0.2605,0.0126,Spend & Save,cpc,jpg,banner
378.75,0.01,0.0019,Discount,cpm,swf,tips
4.5131,0.0195,0.0,Price Drop,cpc,gif,sub-banner
57.5378,0.0591,0.0067,Price Drop,cpm,swf,tips
61.58,0.05,0.0041,Discount,cpd,swf,uncertained
0.7704,0.1531,0.0128,Spend & Save,cpc,jpg,banner
217.4277,0.01,0.001,Discount,roi,swf,uncertained
168.8604,0.0942,0.0051,Spend & Save,cpc,jpg,banner
38.4448,0.0494,0.002,Discount,cpm,swf,uncertained
107.7935,0.0559,0.0024,Discount,cpd,swf,uncertained
51.7005,0.1793,0.0083,Spend & Save,cpc,jpg,banner
2.6583,0.0017,0.0001,Discount,cpm,swf,tips
62.9035,0.0388,0.0039,Discount,cpd,swf,uncertained
3.5679,0.0136,0.001,Gift with Purchase,cpc,jpg,banner
18.4277,0.0847,0.0069,Gift with Purchase,cpc,jpg,banner
20.7714,0.0097,0.0041,Flash Sale,cpm,jpg,tips
16.7429,0.1572,0.0054,Gift with Purchase,cpd,jpg,sub-banner
4.1627,0.0309,0.0095,Gift with Purchase,cpc,jpg,banner
15.331,0.2583,0.0033,Gift with Purchase,cpm,jpg,tips
4.527,0.0224,0.0,Price Drop,cpc,gif,sub-banner
10.3875,0.0591,0.0041,Gift with Purchase,cpc,jpg,banner
723.7913,0.01,0.0017,Gift with Purchase,cpm,swf,tips
5.3244,0.1895,0.0,Price Drop,cpc,gif,sub-banner
184.86,0.03,0.0017,Price Drop,cpc,jpg,sub-banner
675.6778,0.0156,0.0034,Spend & Save,cpd,swf,tips
16.2309,0.1593,0.0104,Gift with Purchase,cpm,jpg,tips
5.2867,0.1241,0.001,Gift with Purchase,roi,jpg,uncertained
3.613,0.0037,0.0003,Gift with Purchase,cpc,jpg,banner
31.0727,0.0047,0.0034,Flash Sale,roi,jpg,uncertained
166.0515,0.1062,0.0076,Spend & Save,cpc,jpg,banner
673.585,0.0161,0.0034,Spend & Save,cpd,swf,tips
62.0108,0.044,0.0037,Discount,cpd,swf,uncertained
59.1596,0.0599,0.0033,Discount,cpd,swf,uncertained
400.1625,0.004,0.002,Discount,cpm,swf,tips
5.3943,0.2041,0.0,Price Drop,cpc,gif,sub-banner
1.9774,0.1174,0.0001,Spend & Save,cpc,jpg,banner
513.9952,0.0467,0.0008,Gift with Purchase,cpm,swf,tips
1017.1509,0.2135,0.0068,Discount,cpm,swf,tips
588.3883,0.0015,0.0004,Discount,roi,jpg,uncertained
64.0929,0.0322,0.0042,Discount,cpd,swf,uncertained
22.65,0.08,0.0013,Discount,cpd,swf,uncertained
31.3686,0.1828,0.0119,Spend & Save,cpc,jpg,banner
689.7479,0.0197,0.004,Discount,cpm,swf,tips
397.0949,0.2367,0.0096,Spend & Save,cpc,jpg,banner
5.1144,0.1455,0.0,Price Drop,cpc,gif,sub-banner
35.1393,0.219,0.011,Gift with Purchase,cpc,jpg,banner
69.006,0.0128,0.0012,Discount,cpm,swf,uncertained
0.7499,0.3194,0.0,Discount,cpm,swf,tips
4.6146,0.0408,0.0,Price Drop,cpc,gif,sub-banner
668.4663,0.01,0.0017,Discount,roi,swf,uncertained
52.5755,0.0023,0.0012,Flash Sale,roi,jpg,tips
1.4181,0.115,0.0149,Spend & Save,cpc,jpg,banner
4.8797,0.0963,0.0,Price Drop,cpc,gif,sub-banner
2.7994,0.0002,0.0,Discount,cpm,swf,tips
51.6798,0.0699,0.0172,Cash/Coupon-Back,cpc,jpg,sub-banner
80.6367,0.0356,0.0253,Price Drop,roi,swf,uncertained
51.4926,0.1431,0.0091,Discount,cpd,swf,tips
38.7993,0.047,0.0016,Discount,cpm,swf,uncertained
960.5877,0.0781,0.005,Flash Sale,roi,jpg,uncertained
60.5693,0.0072,0.0025,Flash Sale,roi,jpg,tips
237.0507,0.0333,0.0017,Spend & Save,cpc,jpg,banner
5.0116,0.1239,0.0,Price Drop,cpc,gif,sub-banner
619.2391,0.0067,0.0009,Gift with Purchase,roi,swf,uncertained
692.888,0.0161,0.004,Flash Sale,cpm,swf,tips
77.5617,0.2168,0.0099,Spend & Save,cpc,jpg,banner
2.7261,0.0077,0.0006,Discount,cpm,swf,tips
4.7806,0.0755,0.0,Price Drop,cpc,gif,sub-banner
121.4319,0.2816,0.0083,Spend & Save,cpc,jpg,banner
455.3742,0.0087,0.0028,Discount,roi,swf,uncertained
19.3871,0.2892,0.0167,Gift with Purchase,cpc,jpg,banner
5.1431,0.1515,0.0,Price Drop,cpc,gif,sub-banner
402.1182,0.0087,0.002,Flash Sale,roi,jpg,uncertained
5.1977,0.163,0.0,Price Drop,cpc,gif,sub-banner
71.446,0.0047,0.0014,Flash Sale,roi,jpg,tips
0.7034,0.002,0.0037,Discount,cpm,swf,tips
49.8361,0.0208,0.0019,Gift with Purchase,cpm,jpg,tips
161.1367,0.0047,0.0003,Price Drop,cpm,jpg,sub-banner
513.3302,0.0116,0.0002,Price Drop,cpm,swf,tips
85.32,0.16,0.0089,Cash/Coupon-Back,cpc,jpg,sub-banner
398.1542,0.0066,0.0023,Discount,cpm,swf,tips
269.0331,0.0096,0.0003,Discount,roi,jpg,uncertained
262.0033,0.0124,0.0012,Discount,roi,swf,uncertained
398.3497,0.013,0.0021,Discount,cpm,swf,tips
433.8649,0.1904,0.0118,Spend & Save,cpc,jpg,banner
156.327,0.2499,0.012,Spend & Save,cpc,jpg,banner
62.4678,0.0414,0.0038,Discount,cpd,swf,uncertained
1131.8694,0.01,0.0015,Discount,roi,swf,uncertained
338.0342,0.0231,0.0014,Discount,roi,swf,uncertained
2.3969,0.0448,0.0038,Discount,cpm,swf,tips
1053.1449,0.033,0.0018,Discount,cpm,swf,tips
810.3541,0.0396,0.0042,Discount,cpm,swf,tips
21.9475,0.0207,0.0036,Discount,cpd,swf,uncertained
259.598,0.01,0.0007,Spend & Save,roi,swf,uncertained
389.9707,0.0189,0.0017,Discount,cpm,swf,tips
48.9765,0.2526,0.014,Spend & Save,cpc,jpg,banner
715.6573,0.01,0.0012,Discount,cpm,swf,tips
158.51,0.1833,0.0102,Cash/Coupon-Back,cpc,jpg,sub-banner
5.3457,0.194,0.0,Price Drop,cpc,gif,sub-banner
2.6399,0.2777,0.0145,Gift with Purchase,roi,jpg,uncertained
160.7,0.13,0.0088,Cash/Coupon-Back,cpc,jpg,sub-banner
389.9352,0.0189,0.0017,Discount,cpm,swf,tips
14.7822,0.0168,0.0197,Gift with Purchase,roi,jpg,uncertained
762.224,0.0121,0.0007,Flash Sale,cpm,swf,tips
3.8971,0.0696,0.0011,Gift with Purchase,cpd,jpg,tips
399.7853,0.0145,0.0018,Discount,cpm,swf,tips
174.0914,0.0937,0.0031,Spend & Save,cpc,jpg,banner
5.3041,0.1852,0.0,Price Drop,cpc,gif,sub-banner
104.7646,0.1032,0.0083,Flash Sale,cpd,jpg,sub-banner
397.0591,0.2666,0.0101,Spend & Save,cpc,jpg,banner
399.2887,0.0251,0.0016,Discount,cpm,swf,tips
64.1992,0.0323,0.0043,Discount,cpd,swf,uncertained
723.777,0.01,0.0017,Gift with Purchase,cpm,swf,tips
123.9202,0.127,0.0072,Flash Sale,cpd,jpg,sub-banner
4.6855,0.0556,0.0,Price Drop,cpc,gif,sub-banner
678.7024,0.0159,0.0033,Discount,cpm,swf,tips
807.2803,0.0354,0.0042,Discount,cpm,swf,tips
4.5146,0.0198,0.0,Price Drop,cpc,gif,sub-banner
0.6941,0.0219,0.0099,Discount,cpm,swf,tips
226.0847,0.1138,0.0037,Discount,cpd,swf,tips
4.6322,0.0445,0.0,Price Drop,cpc,gif,sub-banner
0.7818,0.2385,0.0126,Spend & Save,cpc,jpg,banner
602.014,0.0003,0.0027,Discount,roi,swf,uncertained
752.4591,0.0104,0.0015,Discount,cpm,swf,tips
158.0504,0.2178,0.0115,Spend & Save,cpc,jpg,banner
2.846,0.1478,0.0116,Gift with Purchase,cpc,jpg,banner
0.9863,0.2419,0.0054,Spend & Save,cpc,jpg,banner
600.7106,0.0076,0.0027,Discount,roi,swf,uncertained
14.7855,0.1903,0.0046,Discount,cpd,swf,uncertained
26.7142,0.0034,0.0043,Gift with Purchase,cpm,jpg,tips
26.3431,0.0911,0.008,Gift with Purchase,cpm,jpg,tips
514.7288,0.0856,0.0013,Flash Sale,cpm,swf,tips
15.3989,0.0141,0.0194,Gift with Purchase,roi,jpg,uncertained
116.9022,0.2537,0.009,Spend & Save,cpc,jpg,banner
729.8166,0.01,0.002,Price Drop,cpm,swf,tips
408.1254,0.0165,0.0033,Flash Sale,roi,jpg,uncertained
4.6532,0.0489,0.0,Price Drop,cpc,gif,sub-banner
584.6988,0.0053,0.001,Discount,roi,jpg,uncertained
807.2621,0.0354,0.0042,Discount,cpm,swf,tips
5.1537,0.1537,0.0,Price Drop,cpc,gif,sub-banner
68.4503,0.0006,0.0004,Flash Sale,roi,jpg,uncertained
48.6113,0.2252,0.0152,Gift with Purchase,cpc,jpg,banner
5.0145,0.1246,0.0,Price Drop,cpc,gif,sub-banner
4.7673,0.0728,0.0,Price Drop,cpc,gif,sub-banner
4.4319,0.0025,0.0,Price Drop,cpc,gif,sub-banner
389.8482,0.0117,0.0024,Discount,cpm,swf,tips
396.8909,0.3036,0.0118,Spend & Save,cpc,jpg,banner
262.6424,0.0129,0.0012,Discount,roi,swf,uncertained
222.8006,0.0912,0.0043,Discount,cpd,jpg,tips
8.5518,0.1065,0.0114,Flash Sale,cpm,jpg,tips
20.7658,0.0098,0.0041,Flash Sale,cpm,jpg,tips
15.7332,0.2616,0.0046,Gift with Purchase,cpm,jpg,tips
806.7718,0.0347,0.0042,Discount,cpm,swf,tips
1.4248,0.0183,0.0165,Spend & Save,cpc,jpg,banner
1011.3341,0.0166,0.0014,Discount,cpm,swf,tips
18.2807,0.1059,0.0055,Gift with Purchase,cpc,jpg,banner
4.4287,0.0018,0.0,Price Drop,cpc,gif,sub-banner
10.3765,0.2796,0.0174,Cash/Coupon-Back,cpc,jpg,sub-banner
718.35,0.1,0.0082,Price Drop,cpc,jpg,sub-banner
63.1666,0.15,0.0118,Spend & Save,cpc,jpg,banner
589.8544,0.0019,0.0003,Discount,roi,swf,uncertained
4.881,0.1355,0.0029,Discount,cpd,jpg,tips
13.8921,0.019,0.0191,Gift with Purchase,cpm,jpg,tips
226.4169,0.114,0.0039,Discount,cpd,swf,uncertained
600.8026,0.0096,0.0025,Discount,roi,swf,uncertained
513.8615,0.0397,0.0007,Gift with Purchase,cpm,swf,tips
3.5185,0.0244,0.0019,Gift with Purchase,cpc,jpg,banner
848.1285,0.05,0.0057,Flash Sale,roi,jpg,uncertained
1.4399,0.1634,0.0045,Spend & Save,cpc,jpg,banner
338.9488,0.0297,0.0014,Discount,roi,swf,uncertained
580.4502,0.0003,0.0001,Gift with Purchase,roi,swf,uncertained
600.7021,0.0074,0.0027,Discount,roi,swf,uncertained
5.3298,0.1906,0.0,Price Drop,cpc,gif,sub-banner
30.545,0.0034,0.0035,Flash Sale,roi,jpg,uncertained
64.4778,0.0308,0.0044,Discount,cpd,swf,uncertained
475.6668,0.0063,0.0035,Discount,cpm,swf,uncertained
807.2677,0.0354,0.0042,Discount,cpm,swf,tips
4.9761,0.1165,0.0,Price Drop,cpc,gif,sub-banner
935.4645,0.059,0.0043,Spend & Save,cpc,jpg,banner
300.6901,0.0006,0.0003,Discount,roi,jpg,uncertained
4.8141,0.0826,0.0,Price Drop,cpc,gif,sub-banner
47.1132,0.2089,0.0137,Gift with Purchase,cpc,jpg,banner
63.0948,0.0704,0.0125,Cash/Coupon-Back,cpc,jpg,sub-banner
26.198,0.0825,0.008,Gift with Purchase,cpm,jpg,tips
221.7815,0.0932,0.0047,Spend & Save,cpc,jpg,banner
996.8115,0.0438,0.0026,Gift with Purchase,roi,jpg,uncertained
1012.6099,0.1729,0.0056,Discount,cpm,swf,tips
1059.715,0.1729,0.0056,Discount,cpm,swf,tips
1119.3616,0.0111,0.0009,Discount,cpm,swf,uncertained
28.7422,0.2278,0.0091,Spend & Save,cpc,jpg,banner
0.9816,0.011,0.0008,Discount,cpm,swf,tips
5.0452,0.131,0.0,Price Drop,cpc,gif,sub-banner
1023.536,0.2466,0.0076,Discount,cpm,swf,tips
13.278,0.2619,0.0081,Spend & Save,cpc,jpg,banner
0.7448,0.2923,0.0009,Discount,cpm,swf,tips
12.8065,0.2488,0.011,Spend & Save,cpc,jpg,banner
56.99,0.24,0.0124,Spend & Save,cpc,jpg,banner
14.6226,0.1885,0.0074,Gift with Purchase,roi,jpg,uncertained
57.0739,0.0347,0.0037,Discount,cpd,swf,uncertained
14.9208,0.2514,0.0026,Gift with Purchase,roi,jpg,uncertained
61.022,0.0523,0.0039,Discount,cpd,swf,uncertained
23.37,0.01,0.0057,Price Drop,cpc,jpg,sub-banner
977.1354,0.01,0.0016,Discount,roi,swf,uncertained
5.3066,0.1858,0.0,Price Drop,cpc,gif,sub-banner
399.7542,0.0154,0.0018,Discount,cpm,swf,tips
6.1166,0.0221,0.0022,Flash Sale,cpc,jpg,banner
0.6901,0.0005,0.0106,Discount,cpm,swf,tips
26.4163,0.0954,0.0081,Gift with Purchase,cpm,jpg,tips
56.6825,0.0299,0.0038,Discount,cpd,swf,uncertained
2.7692,0.0078,0.0006,Discount,cpm,swf,tips
344.1336,0.0026,0.0004,Discount,roi,swf,uncertained
108.1867,0.06,0.0026,Discount,cpd,swf,uncertained
5.4322,0.2121,0.0,Price Drop,cpc,gif,sub-banner
18.4728,0.0839,0.0068,Gift with Purchase,cpc,jpg,banner
156.3652,0.0004,0.0003,Discount,roi,jpg,uncertained
4.7067,0.0601,0.0,Price Drop,cpc,gif,sub-banner
1.721,0.2781,0.0101,Spend & Save,cpc,jpg,banner
442.8058,0.19,0.0118,Spend & Save,cpc,jpg,banner
4.6422,0.0466,0.0,Price Drop,cpc,gif,sub-banner
650.9438,0.0096,0.0004,Discount,roi,swf,uncertained
18.1394,0.1492,0.0047,Flash Sale,cpm,jpg,tips
3.9981,0.12,0.0018,Gift with Purchase,roi,jpg,uncertained
1013.1862,0.1576,0.0053,Discount,cpm,swf,tips
55.7541,0.0457,0.0065,Discount,cpd,swf,tips
4.9618,0.1135,0.0,Price Drop,cpc,gif,sub-banner
13.3844,0.1752,0.0026,Flash Sale,cpd,jpg,tips
394.2354,0.0121,0.0022,Flash Sale,roi,jpg,uncertained
9.0723,0.2155,0.0117,Gift with Purchase,cpc,jpg,banner
4.9782,0.1169,0.0,Price Drop,cpc,gif,sub-banner
752.21,0.01,0.0017,Discount,roi,swf,uncertained
652.8253,0.0171,0.0007,Discount,roi,swf,uncertained
499.3598,0.0111,0.0025,Price Drop,cpm,swf,tips
70.672,0.0523,0.0043,Discount,cpd,swf,uncertained
1108.2997,0.0007,0.0014,Discount,roi,swf,uncertained
4.9999,0.1215,0.0,Price Drop,cpc,gif,sub-banner
398.0272,0.0088,0.0022,Discount,cpm,swf,tips
501.634,0.0098,0.0021,Spend & Save,cpm,swf,tips
404.6945,0.0084,0.0007,Discount,cpm,swf,tips
14.5057,0.1546,0.0099,Gift with Purchase,roi,jpg,uncertained
168.31,0.01,0.0002,Price Drop,cpm,jpg,sub-banner
5.1097,0.1445,0.0,Price Drop,cpc,gif,sub-banner
39.448,0.0428,0.0008,Discount,cpm,swf,uncertained
15.2488,0.2435,0.0024,Gift with Purchase,cpm,jpg,tips
152.72,0.01,0.0028,Price Drop,cpc,jpg,sub-banner
3.5284,0.0223,0.0017,Gift with Purchase,cpc,jpg,banner
